pert_id	drug_id
BRD-K84754008	CBB-1007
BRD-K42137908	palmostatin-b
BRD-A77328124	MW-RAS14
BRD-K66430217	HK-CB19
BRD-K18589165	TL-32711
BRD-A71883111	MH-2075
BRD-K16453227	VU-0418942-1
BRD-K98109757	cyclopentene
BRD-K31406481	VU-0155056
BRD-K83030136	AT-406
BRD-K17516382	alsterpaullone
BRD-K92856060	MW-MITF10
BRD-K37142460	MI-2
BRD-K00258161	LJH-685
BRD-K32428408	GDC-834
BRD-K48182764	SL-0101-1
BRD-K96672291	fmk
BRD-K01549188	bms
BRD-K17960872	LJI-308
BRD-K67392871	CINK-4
BRD-K62014504	CGI-1746
BRD-K10916705	RN-486
BRD-K77503770	PF-06465469
BRD-K11357827	LCB-03-0110
BRD-K20505391	MS-023
BRD-K73489793	AZ-6102
BRD-K96886052	LP-99
BRD-K27047490	CCT-251545
BRD-A70180851	CCT-244747
BRD-K28418330	GSK-343
BRD-K04905989	BMS-270394
BRD-K20682526	LLY-507
BRD-K45935533	BMS-195614
BRD-K31624903	epz011989
BRD-K64497429	MI-1
BRD-K59606630	GSK-864
BRD-K63191384	SCH-772984
BRD-K08541433	cdk/crk-inhibitor
BRD-K57261999	marinopyrrole-a
BRD-K35498412	FQI-2
BRD-A91658086	FQI-1
BRD-K87168735	G-5555
BRD-K58673946	AX-15836
BRD-K35604418	MIM-1
BRD-A79766688	PF-3644022
BRD-K27040396	CFI-400945
BRD-K94980062	BI-9564
BRD-K11593101	PF-184
BRD-K55125219	SZ-4TA2
BRD-A63951967	DS-437
BRD-K52420542	GSK-591
BRD-K52420542	gsk591
BRD-K27311291	CHK-2-INHIBITOR
BRD-K78667050	GSK-4112
BRD-K27188169	DFCI-LW9
BRD-K09597441	STAT-5-INHIBITOR
BRD-A65644766	BAY-598
BRD-K16130065	DFCI-LW12
BRD-K03911514	DFCI-LW11
BRD-K13185470	DFCI-LW10
BRD-K02834582	SM-406
BRD-A29800834	dimethoxane
BRD-K01023961	hydrazine-sulfate
BRD-K01516250	adipamide
BRD-K01711699	methyleugenol
BRD-K02442533	2-CHLOROACETOPHENONE
BRD-K05792988	p-chloroaniline
BRD-K06057707	p-anisidine.hcl
BRD-K07080595	hydrazobenzene
BRD-K26875402	trans-cinnamaldehyde
BRD-K31874833	diallyl-phthalate
BRD-K31899031	citral
BRD-K32646222	cupferron
BRD-K36722878	isobutyl-nitrite
BRD-K41794177	p-nitroaniline
BRD-K47763898	diisononyl-phthalate
BRD-K49023266	caprolactam
BRD-K49262771	methyl-carbamate
BRD-K56106004	nitrobenzene
BRD-K56187579	acetonitrile
BRD-K62248526	tetranitromethane
BRD-K72839221	1-NITRONAPHTHALENE
BRD-K73103636	5-NITROACENAPHTHENE
BRD-K76289201	cyclohexanone
BRD-K78260339	hexachlorobenzene
BRD-K80829348	vinyl-acetate
BRD-K85859564	n-nitrosodiethanolamine
BRD-K89273686	cyclohexylamine.hcl
BRD-K90486084	phthalamide
BRD-K91410384	methyl-parathion
BRD-K91692376	iq
BRD-K96366326	PCB-126
BRD-K98162554	iodoform
BRD-A21197264	chlorendic-acid
BRD-A31009033	dipropylene-glycol
BRD-A40653516	aramite
BRD-A63289646	endosulfan
BRD-K09840196	phthalic-anhydride
BRD-K14984983	ethyl-alcohol
BRD-K17374926	4-NITROSOMORPHOLINE
BRD-K20344910	triphenylphosphine-oxide
BRD-K21140981	methyl-methacrylate
BRD-K24640516	acrolein
BRD-K26263816	o-nitrosotoluene
BRD-K32052120	isopropanol
BRD-K32587671	telone-ii
BRD-K35424448	dimethyl-terephthalate
BRD-K35463509	geranyl-acetate
BRD-K37884199	M-PHENYLENEDIAMINE.2HCL
BRD-K38101625	hexachlorocyclopentadiene
BRD-K38544018	furfural
BRD-K39988237	p-nitrosodiphenylamine
BRD-K42682219	safrole
BRD-K44196287	chlorobenzene
BRD-K44284819	p-cresidine
BRD-K44817169	succinic-anhydride
BRD-K44889349	g-butyrolactone
BRD-K47119147	d-mannitol
BRD-K48920366	O-PHENYLENEDIAMINE.2HCL
BRD-K52413425	dibutyltin-diacetate
BRD-K53073808	2-AMINOANTHRAQUINONE
BRD-K53086208	n-nitrosopiperidine
BRD-K53847315	methylethylketoxime
BRD-K56709273	ethylene-thiourea
BRD-K57602059	auramine-o
BRD-K60655503	maleic-hydrazide
BRD-K61394468	glutaraldehyde
BRD-K61662880	toluene-diisocyanate
BRD-K62620932	1-HYDROXYANTHRAQUINONE
BRD-K64668842	AROCLOR-1260
BRD-K67940053	thioacetamide
BRD-K69242280	AROCLOR-1016
BRD-K71785123	tricresyl-phosphate
BRD-K75231166	1-NITROSOAZOCANE
BRD-K76618906	michler's-ketone
BRD-K76979852	monochloroacetic-acid
BRD-K78497100	vinyl-toluene
BRD-K78578876	dimethylformamide
BRD-K80400967	propyl-gallate
BRD-K83142120	bromodichloromethane
BRD-K84386925	o-nitrotoluene
BRD-K84396282	triphenyl-phosphate
BRD-K85341153	trichlorofluoromethane
BRD-K87388562	nitrosoethylmethylamine
BRD-K88128248	methacrylonitrile
BRD-K89604161	o-aminoazotoluene
BRD-K89615690	n-nitrosopyrrolidine
BRD-K89937207	isobutyraldehyde
BRD-K92276921	p-rosaniline.hcl
BRD-K93660103	triprolidine.hcl-monohydrate
BRD-K94220674	tributyl-phosphate
BRD-K98928142	cyclopentanone-oxime
BRD-A24186493	norethynodrel
BRD-A98679577	propyleneimine
BRD-K04627864	4-AMINOSTILBENE
BRD-K14250990	catechol
BRD-K16857169	4-AMINODIPHENYL
BRD-K18472523	beta-naphthoflavone
BRD-K34074829	naphthalene
BRD-K42918168	4-NITROPYRENE
BRD-K44218819	tryptamine
BRD-K56715175	amsonic-acid
BRD-K63682780	cadmium
BRD-K75186216	sulfallate
BRD-K97327267	nitromethane
BRD-U24807961	shahrm
BRD-U26931423	HP-163
BRD-U45363904	methylhydrazine-sulfate
BRD-U48042339	FM-550
BRD-A29887287	chlordane
BRD-A70639593	glycidol
BRD-K00235433	LG-100754
BRD-K01369591	acronycine
BRD-K05011302	styrene
BRD-K05741221	1-NAPHTHYLAMINE
BRD-K06104230	quinoline
BRD-K06144771	2-AMINOANTHRACENE
BRD-K11903927	vinylidene-chloride
BRD-K16503581	galangin
BRD-K16884606	2-METHYLANILINE
BRD-K16967512	n-nitrososarcosine
BRD-K19221722	5-METHYLCHRYSENE
BRD-K20835522	acrylamide
BRD-K23664673	chrysene
BRD-K25344938	2-AMINOFLUORENE
BRD-K34875633	o-anisidine.hcl
BRD-K37514970	pyocyanin
BRD-K42994791	2-NAPHTHYLAMINE
BRD-K43368091	ethyl-methanesulfonate
BRD-K44537836	bromoethane
BRD-K47589046	leucomalachite-green
BRD-K52964358	benzene
BRD-K52973836	ficz
BRD-K55260056	LG-100268
BRD-K62488122	o-toluidine.hcl
BRD-K66151076	1-HYDROXYPHENAZINE
BRD-K68890868	1-NITROPYRENE
BRD-K70264088	hydroxyprogesterone-caproate
BRD-K80358431	cyanazine
BRD-K84934330	acrylonitrile
BRD-K85545611	isoprene
BRD-K86110824	ethylbenzene
BRD-K87525964	2-NITROPROPANE
BRD-K89789047	beta-testosterone
BRD-K90864674	dibromomannitol
BRD-K90892633	methylene-chloride
BRD-K97201056	4-ACETYLAMINOBIPHENYL
BRD-U16346891	CW-051
BRD-K80216442	isosilychristin
BRD-K29192871	isosilybin-a
BRD-K78572261	silybin-b
BRD-K35305708	isosilybin-b
BRD-K68525401	silydianin
BRD-K16389764	silychristin
BRD-U06877554	JG-98
BRD-K42840900	17-AAG
BRD-A72085271	oxiracetam
BRD-K25206123	PF-06260933
BRD-K73114621	bizine
BRD-A54493496	ketamine
BRD-K27677357	ruboxistaurin
BRD-K12609995	GNE-477
BRD-K12392103	CP-154526
BRD-K38644306	LY-255582
BRD-K34387761	mesopram
BRD-K88854068	LY-379268
BRD-K75989555	melantonin-ii
BRD-K43357457	ORG-25935
BRD-A32444030	BIIE-0246
BRD-K88282786	WIN-552122
BRD-K20971883	L-703606
BRD-K98852008	SB-277011A-DIHYDROCHLORIDE
BRD-K88951504	JMV-2959
BRD-K59203806	hydrocinnamic-acid
BRD-K96613860	ICI-174864
BRD-K26975650	SF-11003-A1
BRD-K89475669	SF-11006-A1
BRD-A14634327	GSK-126
BRD-K92960067	SMER-3
BRD-A55453956	compound-e
BRD-K86787118	BAFILOMYCIN-A1
BRD-K92123432	ginkgetin
BRD-A13254067	okadaic-acid
BRD-K29343434	BMS-906024
BRD-K39557424	vanillic-acid
BRD-K63490935	homovanillic-acid
BRD-K90301781	pyrogallol
BRD-U04102134	GAV-5-28
BRD-U19864717	met-enkephalinrgl
BRD-A36136296	HU-210
BRD-U81160678	kep
BRD-U01216749	deltorphin-ii
BRD-U65106688	rvd-hemopressin
BRD-U63439324	L-27
BRD-U11638171	bigsaas
BRD-U60764521	L-13
BRD-U54183415	PEN-20
BRD-U21132661	L-26
BRD-U63363843	L-8
BRD-U81472618	L-23
BRD-U34059737	L-25
BRD-K81919535	U-69
BRD-K20909378	anadamide
BRD-U49376706	dyn-b
BRD-U99449142	collybolide
BRD-M26236717	sodium-propionate
BRD-K04927711	acea
BRD-U17914332	biglen
BRD-U50120867	little-len
BRD-K12410871	isovaleric-acid
BRD-M24313068	sodium-acetate
BRD-U16110452	little-saas
BRD-K88367171	isobutyric-acid
BRD-U62871928	met-enkephalinrf
BRD-U77755064	met-enkephalin
BRD-K30774563	Z-154373220
BRD-A72538584	valeric-acid
BRD-K49527160	Z-221560030
BRD-U12932811	L-24
BRD-U51907271	pen
SAHA	saha
SRT3657	SRT-3657
COMPE	compe
BRD-K21532219	UMB-32
BRD-K62627073	erismo-ester
BRD-K78059568	ly-ester
BRD-K03953100	vismo-ester
BRD-A30193965	amphotericin
BRD-K19925945	arsenic-trioxide
BRD-A21478517	mitomycin
BRD-K86213998	lead-acetate
BRD-U68106254	potassium-dichromate
BRD-A22068566	amanitin
BRD-K04254463	paraquat
BRD-K54563688	4-AMINOPHENOL
BRD-A56498687	dcv-gsh
BRD-U24341228	tcv-cys
BRD-A40177530	citrinin
BRD-U91334711	dfcl-cys
BRD-A62599490	CLINDAMYCIN-PO4
BRD-K18271114	furafylline
BRD-K91644281	kasugamycin
BRD-K01829814	lomofungin
BRD-K15607325	novobiocin-na
BRD-A90521842	mecamylamine-hcl
BRD-K72572686	strychnine-hcl
BRD-K34088084	naltrindole-hcl
BRD-K81275354	naltriben-mesylate
BRD-A38305230	dihydroergotamine-mesylate
BRD-K16136146	levallorphan-tartrate
BRD-K80886639	butyrylcholine-cl
BRD-K71839241	canthaxanthin
BRD-K21915746	bromebric-acid
BRD-K92167235	sodium-phenylacetate
BRD-M82067008	bleomycin-sulfate
BRD-A22698335	plicamycin
BRD-K53571230	shikonin
BRD-K80305798	rifamycin-sv
BRD-A35763349	tylosin-tartrate
BRD-K38630274	thiamphenicol-glycinate
BRD-K38989781	levocabastine-hcl
BRD-K04071275	NALOXONAZINE-2HCL
BRD-K39763435	pravastatin-lactone
BRD-K97891829	gentamycin-sulfate
BRD-K43605761	TRIFLUPERIDOL-2HCL
BRD-A57581879	myclobutanil
LIVF001-003	AM-095
LIVF001-010	pimasertib
LIVF001-020	CI-1040
LIVF001-001	dilazep-hcl
LIVF001-004	nizatidin
LIVF001-024	pimosertib
LIVF001-014	pralidoxim
BRD-K65881677	IND-125
BRD-M66781690	OVE-208
BRD-M45659198	OVE-238
BRD-K72827552	I-585855
BRD-K67262074	BROAD-000068-004
BRD-K32349359	ML-89-9
BRD-K64117221	necrosulfonamide
BRD-K50461558	IND-24
BRD-K45007932	ANLE-138B
BRD-K38072832	cpd-b
BRD-K30874624	K-252A
BRD-U47371202	YL-58
BRD-U88861852	YL-57
BRD-U19872303	spiramycin
CMAP-ERGKD328	ASSINEX-D328
CMAP-C110765	kcl
CMAP-C110766	nacl
BRD-K71198913	2-AG
BRD-K45535217	atrazine
BRD-K73756878	phloridzin
BRD-K01416914	simazine
BRD-K56653679	MD-041
BRD-K90072296	ML-4054
BRD-U06594984	BL-074
BRD-U77632492	KU-C104220
BRD-A94377914	merck-ketone
BRD-U37487928	GGTI-2133
BRD-U63562434	LBH-589
BRD-K38003476	clocortolone-pivalate
BRD-K88682005	chlorothiazide
BRD-K78010432	furosemide
BRD-K60369935	ribavirin
BRD-K94397152	ribavirin
BRD-A96255180	ribavirin
BRD-K72093121	vidarabine
BRD-K81062487	taurocholic-acid
BRD-K43164539	cholic-acid
BRD-A97502381	cyanocobalamin
BRD-A31836915	cyanocobalamin
BRD-K60237333	niacin
BRD-K61993165	niacin
BRD-K95785345	thiamine
BRD-A07932845	metitepine
BRD-A79237180	ascorbic-acid
BRD-A10386413	ascorbic-acid
BRD-K02571615	benfotiamine
BRD-K20482099	rutin
BRD-A76747559	rutin
BRD-A34907681	rutin
BRD-K24656285	farnesol
BRD-K34170797	fexaramine
BRD-K88186167	GW-4064
BRD-K64245000	GW-4064
BRD-K67097529	SR-12813
BRD-K54640016	WAY-362450
BRD-K51302260	KU-C103871
BRD-K61480498	epoxycholesterol
BRD-K33818169	GW-3965
BRD-K23383398	T-0901317
BRD-K81548480	AC-264613
BRD-K26657438	imiquimod
BRD-A29437505	RWJ-21757
BRD-K06902185	minoxidil
BRD-K14888893	minoxidil
BRD-K84925803	T-5224
BRD-K37456065	VU-0365114-2
BRD-K36927236	glibenclamide
BRD-K12219985	glipizide
BRD-K80396088	gliquidone
BRD-K34092021	arvanil
BRD-K16336526	capsaicin
BRD-K50590187	capsaicin
BRD-K44849676	capsazepine
BRD-K32744045	disulfiram
BRD-A68631409	evodiamine
BRD-K48869804	icilin
BRD-K86958018	olvanil
BRD-K27955832	lomeguatrib
BRD-K11267252	alectinib
BRD-K72827473	CEP-37440
BRD-K22149900	ceritinib
BRD-K78431006	crizotinib
BRD-K50140147	NVP-TAE684
BRD-K40109029	SB-505124
BRD-K07103434	pyrvinium-pamoate
BRD-M86331534	pyrvinium-pamoate
BRD-K70792160	10-DEBC
BRD-K32584078	BML-257
BRD-K71480163	GDC-0068
BRD-K25325018	GSK-690693
BRD-A87137733	GSK-690693
BRD-K68065987	MK-2206
BRD-K80431395	triciribine
BRD-A11706664	triciribine
BRD-A42649439	triciribine
BRD-K99300445	antazoline
BRD-A22769835	homochlorcyclizine
BRD-A62428732	hydroxyzine
BRD-K56301217	ABT-737
BRD-A38913120	BH3I-1
BRD-A71799696	BH3I-1
BRD-K19295594	gossypol
BRD-K18163608	HA-14-1
BRD-A13807286	HA-14-1
BRD-K82746043	navitoclax
BRD-K15600710	obatoclax
BRD-K28360340	TW-37
BRD-K87782578	AVL-292
BRD-K48443249	CNX-774
BRD-A30984645	GDC-0834
BRD-A35869383	ibrutinib
BRD-A30655177	LFM-A13
BRD-A82096673	KU-C103428N
BRD-K03109492	NSC-663284
BRD-K87932577	NSC-693868
BRD-K93658967	aloisine
BRD-K51276371	aloisine
BRD-K87909389	alvocidib
BRD-K07762753	aminopurvalanol-a
BRD-K72726508	arcyriaflavin-a
BRD-K13390322	AT-7519
BRD-K71799778	BML-259
BRD-K62814476	BMS-265246
BRD-K43389698	BMS-387032
BRD-K31313613	BS-181
BRD-K79090631	CGP-60474
BRD-K13662825	dinaciclib
BRD-K17894950	indirubin
BRD-K53959060	indirubin
BRD-K11636097	JNJ-7706621
BRD-K37312348	kenpaullone
BRD-K31268420	NSC-693868
BRD-K82731415	olomoucine
BRD-K51313569	palbociclib
BRD-K64800655	PHA-793887
BRD-K60997853	PHA-848125
BRD-K50836978	purvalanol-a
BRD-K07691486	roscovitine
BRD-K14560436	TG-02
BRD-U86686840	AZD-7762
BRD-K46056750	AZD-7762
BRD-K86525559	AZD-7762
BRD-K02241333	CHIR-124
BRD-K03063480	PF-477736
BRD-A06352508	SB-218078
BRD-K75009076	SCH-900776
BRD-K64835161	ML-167
BRD-K97072811	TG-003
BRD-K92571446	WZ-3105
BRD-K19507340	megestrol-acetate
BRD-K36234266	carmustine
BRD-K00077635	estramustine-phosphate
BRD-A35989968	megestrol-acetate
BRD-K52020312	metronidazole
BRD-K72951360	valrubicin
BRD-K67680372	CI-966
BRD-K85015012	NNC-05-2090
BRD-K42221274	NNC-711
BRD-K30466858	ellagic-acid
BRD-K86727142	embelin
BRD-A68493689	simeprevir
BRD-K70463136	BAY-87-2243
BRD-K88551539	CAY-10585
BRD-K44432556	VU-0418946-1
BRD-K23499943	alvespimycin
BRD-K83988098	alvespimycin
BRD-A06304526	alvespimycin
BRD-K51967704	BIIB-021
BRD-K38852836	ganetespib
BRD-A17819071	gedunin
BRD-K11528507	geldanamycin
BRD-A19500257	geldanamycin
BRD-K65182930	NVP-AUY922
BRD-K41859756	NVP-AUY922
BRD-K96799727	pifithrin-mu
BRD-K36529613	PU-H71
BRD-K81473043	tanespimycin
BRD-A61304759	tanespimycin
BRD-K32330832	VER-155008
BRD-K08542803	gambogic-acid
BRD-K13566078	BMS-345541
BRD-K47983010	BX-795
BRD-A59808129	guggulsterone
BRD-A86109770	guggulsterone
BRD-A51571244	hypoestoxide
BRD-K14618467	IKK-16
BRD-K51575138	TPCA-1
BRD-K88378636	withaferin-a
BRD-A52193669	withaferin-a
BRD-K06712146	YM-90709
BRD-K12357156	AG-490
BRD-K47105409	AG-490
BRD-K24576554	AT-9283
BRD-K65928735	AZD-1480
BRD-A29009894	AZD-1480
BRD-K53581288	baricitinib
BRD-K37237504	CEP-33779
BRD-K16803204	filgotinib
BRD-K23192422	lestaurtinib
BRD-A27376179	lestaurtinib
BRD-K02017404	NVP-BSK805
BRD-K19034817	pacritinib
BRD-K39841531	TG-101209
BRD-K12502280	TG-101348
BRD-K31283835	tofacitinib
BRD-K36280065	tofacitinib
BRD-K59369769	tozasertib
BRD-K87947369	tozasertib
BRD-K52850071	WHI-P154
BRD-K07487750	WHI-P154
BRD-A60245366	AS-601245
BRD-K73982490	BI-78D3
BRD-K76969307	CG-930
BRD-K84085265	CG-930
BRD-K19220233	JNK-9L
BRD-K01567962	pyrazolanthrone
BRD-K66538826	amuvatinib
BRD-K86930074	cediranib
BRD-K49328571	dasatinib
BRD-K92723993	imatinib
BRD-K47150025	KI-8751
BRD-K39974922	lenvatinib
BRD-K71035033	masitinib
BRD-K13646352	midostaurin
BRD-K99616396	motesanib
BRD-K25340465	OSI-930
BRD-K74514084	pazopanib
BRD-K16730910	regorafenib
BRD-K23984367	sorafenib
BRD-K49810818	sorafenib
BRD-M64432851	sunitinib
BRD-K89162000	tandutinib
BRD-K84564571	telatinib
BRD-K70163715	vatalanib
BRD-K64925568	AMG-232
BRD-K17349619	HLI-373
BRD-K65924316	serdemetan
BRD-K60219430	serdemetan
BRD-K93095519	SJ-172550
BRD-A16035238	SAR405838
BRD-K73255294	nutlin-3
BRD-K53523901	arctigenin
BRD-K89014967	AS-703026
BRD-K73368362	BIX-02189
BRD-K06753942	nobiletin
BRD-K49865102	PD-0325901
BRD-A50454580	PD-0325901
BRD-K05104363	PD-184352
BRD-K88677950	PD-198306
BRD-K62810658	PD-98059
BRD-K85751432	refametinib
BRD-K57080016	selumetinib
BRD-K26667523	TAK-733
BRD-K12343256	trametinib
BRD-K91701654	U-0126
BRD-K18787491	U-0126
BRD-K46419649	U-0126
BRD-A14941520	dofequidar
BRD-A00077618	8-bromo-cGMP
BRD-K27737647	H-89
BRD-K09790412	H-9
BRD-K70577657	H-9
BRD-A52650764	ingenol
BRD-K93779381	ingenol-mebutate
BRD-K06543683	bisindolylmaleimide-ix
BRD-K32292990	CGP-53353
BRD-K56064827	EI-273
BRD-K79404599	enzastaurin
BRD-K07325606	hispidin
BRD-K16761703	sotrastaurin
BRD-K70549064	staurosporine
BRD-K17953061	staurosporine
BRD-U70626184	BI-2536
BRD-K64890080	BI-2536
BRD-K92428232	GSK-461364
BRD-K90382497	GW-843682X
BRD-K70511574	HMN-214
BRD-K27305650	LY-294002
BRD-K83699324	NMS-1286937
BRD-K35687265	ON-01910
BRD-K55187425	rigosertib
BRD-K69776681	volasertib
BRD-K05804044	AZ-628
BRD-K20722021	CEP-32496
BRD-K09951645	dabrafenib
BRD-K67578145	GDC-0879
BRD-K39520573	GW-5074
BRD-K07859598	GW-5074
BRD-K16478699	PLX-4720
BRD-K30677119	PP-30
BRD-K24496482	SB-590885
BRD-K01253243	SB-590885
BRD-K56343971	vemurafenib
BRD-K41772907	tolimidone
BRD-K04976539	aminogenistein
BRD-K99964838	bosutinib
BRD-K17497770	butein
BRD-K95785537	PP-2
BRD-U07805514	saracatinib
BRD-K19540840	saracatinib
BRD-K97354755	SU-6656
BRD-K12735121	TG-100801
BRD-K41337261	ZM-306416
BRD-K20285085	fostamatinib
BRD-K11927976	ER-27319
BRD-K76719364	GS-9973
BRD-K30189597	SYK-inhibitor
BRD-K88544581	CI-976
BRD-K71164191	KD-023
BRD-K64044582	linoleamide
BRD-K54233340	dorsomorphin
BRD-A26334849	propafenone
BRD-A94624445	bucladesine
BRD-A14652656	bucladesine
BRD-A15070535	bucladesine
BRD-A15931911	bucladesine
BRD-A04706586	bucladesine
BRD-K83063356	RS-102895
BRD-K30984264	harmine
BRD-K66175015	afatinib
BRD-A58767537	afatinib
BRD-K81209512	AG-494
BRD-K46386702	ARRY-334543
BRD-K26838195	AST-1306
BRD-K49294207	BIBU-1361
BRD-K70914287	BIBX-1382
BRD-K32906660	bis-tyrphostin
BRD-K07106112	BMS-599626
BRD-K50168500	canertinib
BRD-K13087974	CGP-52411
BRD-K59284035	chrysophanic-acid
BRD-K76908866	CP-724714
BRD-K57169635	dacomitinib
BRD-K85402309	dovitinib
BRD-K35573744	erbstatin-analog
BRD-K70401845	erlotinib
BRD-K64052750	gefitinib
BRD-K79930101	GW-583340
BRD-M07438658	lapatinib
BRD-K19687926	lapatinib
BRD-K80725632	lavendustin-c
BRD-A44551378	LFM-A12
BRD-K85606544	neratinib
BRD-K48735772	PD-158780
BRD-K08799216	pelitinib
BRD-K21853356	RG-14620
BRD-K33610132	rociletinib
BRD-K80343549	TAK-285
BRD-K08132273	tyrphostin
BRD-K77625799	vandetanib
BRD-K73293050	WZ-3146
BRD-K72420232	WZ-4002
BRD-K37865504	LY-2183240
BRD-K55462201	AM-404
BRD-K21667562	AM-404
BRD-K47376733	JNJ-1661010
BRD-K86816506	PF-04457845
BRD-K68997413	PF-3845
BRD-K83213911	PF-750
BRD-K28428262	brivanib
BRD-A21584801	brivanib
BRD-K31309378	lucitanib
BRD-K56405753	MK-2461
BRD-K49075727	nintedanib
BRD-K42728290	NVP-BGJ398
BRD-K55966568	orantinib
BRD-K91696562	orantinib
BRD-K97764662	PD-173074
BRD-K40738845	BMS-777607
BRD-K68488863	ENMD-2076
BRD-K16664969	GTP-14564
BRD-K21718444	KW-2449
BRD-K44227013	ponatinib
BRD-K93918653	quizartinib
BRD-K81376179	TCS-359
BRD-K26674531	GR-235
BRD-K57139258	z-guggulsterone
BRD-K66898851	sanguinarium-chloride
BRD-K64451768	GANT-58
BRD-K09485525	GANT-61
BRD-K82928847	ACY-1215
BRD-K64606589	apicidin
BRD-A63989068	apicidin
BRD-K17743125	belinostat
BRD-K56957086	dacinostat
BRD-K11558771	droxinostat
BRD-K77908580	entinostat
BRD-K13810148	givinostat
BRD-K94335714	MC1568
BRD-K16485616	mocetinostat
BRD-K52522949	NCH-51
BRD-K13169950	NSC-3852
BRD-K02130563	panobinostat
BRD-K12867552	PCI-24781
BRD-K88742110	PCI-34051
BRD-K28822270	resminostat
BRD-K61688984	RGFP-966
BRD-K61397605	romidepsin
BRD-K86797399	SB-939
BRD-K22503835	scriptaid
BRD-K05878375	sodium-butyrate
BRD-K98426715	tubacin
BRD-K00627859	tubastatin-a
BRD-K41260949	valproic-acid
BRD-K81418486	vorinostat
BRD-K74761218	WT-171
BRD-K81316007	4-mu-8C
BRD-K69932463	AZD-8055
BRD-K29733039	deforolimus
BRD-K09078998	deforolimus
BRD-A25736793	everolimus
BRD-K13514097	everolimus
BRD-K13154216	everolimus
BRD-K23228615	GDC-0980
BRD-A18328003	GDC-0980
BRD-K09497549	kawain
BRD-K67566344	KU-0063794
BRD-K09537769	NU-7026
BRD-K94012289	OSI-027
BRD-K94294671	OSI-027
BRD-K87124298	OSI-027
BRD-K07310275	PF-04691502
BRD-K07955840	PF-05212384
BRD-K67868012	PI-103
BRD-A28467416	PKI-179
BRD-K98453471	salirasib
BRD-K98795921	SB-2343
BRD-K99369265	sirolimus
BRD-K89626439	sirolimus
BRD-K84937637	sirolimus
BRD-A50287119	sirolimus
BRD-A23770159	sirolimus
BRD-A79768653	sirolimus
BRD-K42898655	temsirolimus
BRD-A62025033	temsirolimus
BRD-K56291712	voxtalisib
BRD-A45498368	WYE-125132
BRD-K77008974	WYE-354
BRD-K31111078	dimethyl-fumarate
BRD-K91758890	4-HQN
BRD-K00615600	AG-14361
BRD-K61665160	BYK-204165
BRD-K50214219	CS-1657
BRD-K61314889	endo-IWR-1
BRD-K03739921	hypoxanthine
BRD-K11153516	iniparib
BRD-K48692744	NU-1025
BRD-K02113016	olaparib
BRD-K11163873	phenanthridone
BRD-K88560311	rucaparib
BRD-K60005752	S-111
BRD-K95142244	talazoparib
BRD-K77950083	UPF-1069
BRD-K12737986	veliparib
BRD-K87142802	veliparib
BRD-A50364343	veliparib
BRD-K54997624	alpelisib
BRD-K63915849	AS-604850
BRD-K41895714	AS-605240
BRD-K76773351	AS-605240
BRD-K58772419	AZD-6482
BRD-K42191735	buparlisib
BRD-K24666289	copanlisib
BRD-K52911425	GDC-0941
BRD-K60866521	idelalisib
BRD-K93468883	IPI-145
BRD-K09499853	KU-0060648
BRD-K22385716	LY-303511
BRD-M16762496	PIK-75
BRD-K49371609	PIK-75
BRD-K29395450	PIK-93
BRD-K44844162	taselisib
BRD-A41692738	TGX-221
BRD-A11678676	wortmannin
BRD-K87343924	wortmannin
BRD-A75409952	wortmannin
BRD-K95901403	XL-147
BRD-K63068307	ZSTK-474
BRD-K72215350	acexamic-acid
BRD-A59001851	ginkgolide-b
BRD-A82395837	ginkgolide-b
BRD-A68942014	amitifadine
BRD-K52989797	clomipramine
BRD-K53855319	SRT-1720
BRD-K25591257	resveratrol
BRD-K80738081	resveratrol
BRD-K32536677	AGK-2
BRD-K76964878	EX-527
BRD-A73908300	EX-527
BRD-A67788537	salermide
BRD-A23747351	sirtinol
BRD-K33336844	cryptotanshinone
BRD-K14529030	meisoindigo
BRD-K35960502	niclosamide
BRD-A61767428	ursolic-acid
BRD-K68185022	ursolic-acid
BRD-A45889380	mepacrine
BRD-K49071277	securinine
BRD-A25775766	securinine
BRD-K66874953	pifithrin-alpha
BRD-K71221037	birinapant
BRD-K55512740	MK-8033
BRD-K73319509	PF-04217903
BRD-K95435023	PHA-665752
BRD-K66847579	WZ-7043
BRD-K97010173	deferasirox
BRD-K06878038	deferiprone
BRD-K88701661	dimercaptosuccinic-acid
BRD-K00959089	thenoyltrifluoroacetone
BRD-K26531771	EPZ-5676
BRD-K63457253	EPZ-5676
BRD-K05870596	XMD-1499
BRD-A52627843	thiostrepton
BRD-A20697603	thiostrepton
BRD-K67860401	AR-A014418
BRD-K69241845	IM-12
BRD-K59184148	SB-216763
BRD-K76805682	SB-415286
BRD-K94176593	TWS-119
BRD-K69726342	atorvastatin
BRD-U88459701	atorvastatin
BRD-A82307304	atorvastatin
BRD-K81169441	cerivastatin
BRD-K66296774	fluvastatin
BRD-K39716612	fluvastatin
BRD-K09416995	lovastatin
BRD-K17113870	lovastatin
BRD-A70155556	lovastatin
BRD-K94441233	mevastatin
BRD-K32403583	mevastatin
BRD-K08229828	mevastatin
BRD-K30097969	pitavastatin
BRD-K75958547	pitavastatin
BRD-K31447894	pravastatin
BRD-K60511616	pravastatin
BRD-K25841245	pravastatin
