code1	code2	code3	code4	code5	class1	class2	class3	class4	class5	drug
J	J01	J01A	J01AA	J01AA04	Antiinfectives For Systemic Use	Antibacterials For Systemic Use	Tetracyclines	Tetracyclines	Lymecycline	lymecycline
J	J01	J01A	J01AA	J01AA05	Antiinfectives For Systemic Use	Antibacterials For Systemic Use	Tetracyclines	Tetracyclines	Metacycline	metacycline
J	J01	J01A	J01AA	J01AA06	Antiinfectives For Systemic Use	Antibacterials For Systemic Use	Tetracyclines	Tetracyclines	Oxytetracycline	oxytetracycline
J	J01	J01A	J01AA	J01AA07	Antiinfectives For Systemic Use	Antibacterials For Systemic Use	Tetracyclines	Tetracyclines	Tetracycline	tetracycline
J	J01	J01A	J01AA	J01AA08	Antiinfectives For Systemic Use	Antibacterials For Systemic Use	Tetracyclines	Tetracyclines	Minocycline	minocycline
J	J01	J01A	J01AA	J01AA09	Antiinfectives For Systemic Use	Antibacterials For Systemic Use	Tetracyclines	Tetracyclines	Rolitetracycline	rolitetracycline
J	J01	J01A	J01AA	J01AA10	Antiinfectives For Systemic Use	Antibacterials For Systemic Use	Tetracyclines	Tetracyclines	Penimepicycline	penimepicycline
J	J01	J01A	J01AA	J01AA11	Antiinfectives For Systemic Use	Antibacterials For Systemic Use	Tetracyclines	Tetracyclines	Clomocycline	clomocycline
J	J01	J01A	J01AA	J01AA12	Antiinfectives For Systemic Use	Antibacterials For Systemic Use	Tetracyclines	Tetracyclines	Tigecycline	tigecycline
J	J01	J01A	J01AA	J01AA13	Antiinfectives For Systemic Use	Antibacterials For Systemic Use	Tetracyclines	Tetracyclines	Eravacycline	eravacycline
J	J01	J01A	J01AA	J01AA14	Antiinfectives For Systemic Use	Antibacterials For Systemic Use	Tetracyclines	Tetracyclines	Sarecycline	sarecycline
J	J01	J01A	J01AA	J01AA15	Antiinfectives For Systemic Use	Antibacterials For Systemic Use	Tetracyclines	Tetracyclines	Omadacycline	omadacycline
J	J01	J01A	J01AA	J01AA20	Antiinfectives For Systemic Use	Antibacterials For Systemic Use	Tetracyclines	Tetracyclines	Doxycycline	doxycycline
J	J01	J01A	J01AA	J01AA20	Antiinfectives For Systemic Use	Antibacterials For Systemic Use	Tetracyclines	Tetracyclines	Lymecycline	lymecycline
J	J01	J01A	J01AA	J01AA20	Antiinfectives For Systemic Use	Antibacterials For Systemic Use	Tetracyclines	Tetracyclines	Tigecycline	tigecycline
J	J01	J01A	J01AA	J01AA20	Antiinfectives For Systemic Use	Antibacterials For Systemic Use	Tetracyclines	Tetracyclines	Oxytetracycline	oxytetracycline
J	J01	J01A	J01AA	J01AA20	Antiinfectives For Systemic Use	Antibacterials For Systemic Use	Tetracyclines	Tetracyclines	Demeclocycline	demeclocycline
J	J01	J01A	J01AA	J01AA20	Antiinfectives For Systemic Use	Antibacterials For Systemic Use	Tetracyclines	Tetracyclines	Tetracycline	tetracycline
J	J01	J01A	J01AA	J01AA20	Antiinfectives For Systemic Use	Antibacterials For Systemic Use	Tetracyclines	Tetracyclines	Metacycline	metacycline
J	J01	J01A	J01AA	J01AA20	Antiinfectives For Systemic Use	Antibacterials For Systemic Use	Tetracyclines	Tetracyclines	Minocycline	minocycline
J	J01	J01A	J01AA	J01AA20	Antiinfectives For Systemic Use	Antibacterials For Systemic Use	Tetracyclines	Tetracyclines	Rolitetracycline	rolitetracycline
J	J01	J01A	J01AA	J01AA20	Antiinfectives For Systemic Use	Antibacterials For Systemic Use	Tetracyclines	Tetracyclines	Chlortetracycline	chlortetracycline
J	J01	J01A	J01AA	J01AA20	Antiinfectives For Systemic Use	Antibacterials For Systemic Use	Tetracyclines	Tetracyclines	Sarecycline	sarecycline
J	J01	J01A	J01AA	J01AA20	Antiinfectives For Systemic Use	Antibacterials For Systemic Use	Tetracyclines	Tetracyclines	Eravacycline	eravacycline
J	J01	J01A	J01AA	J01AA20	Antiinfectives For Systemic Use	Antibacterials For Systemic Use	Tetracyclines	Tetracyclines	Omadacycline	omadacycline
J	J01	J01A	J01AA	J01AA56	Antiinfectives For Systemic Use	Antibacterials For Systemic Use	Tetracyclines	Tetracyclines	Oxytetracycline	oxytetracycline
J	J01	J01B	J01BA	J01BA01	Antiinfectives For Systemic Use	Antibacterials For Systemic Use	Amphenicols	Amphenicols	Chloramphenicol	chloramphenicol
J	J01	J01B	J01BA	J01BA02	Antiinfectives For Systemic Use	Antibacterials For Systemic Use	Amphenicols	Amphenicols	Thiamphenicol	thiamphenicol
J	J01	J01B	J01BA	J01BA52	Antiinfectives For Systemic Use	Antibacterials For Systemic Use	Amphenicols	Amphenicols	Thiamphenicol	thiamphenicol
J	J01	J01C	J01CA	J01CA01	Antiinfectives For Systemic Use	Antibacterials For Systemic Use	Beta-Lactam Antibacterials, Penicillins	Penicillins with extended spectrum	Ampicillin	ampicillin
J	J01	J01C	J01CA	J01CA02	Antiinfectives For Systemic Use	Antibacterials For Systemic Use	Beta-Lactam Antibacterials, Penicillins	Penicillins with extended spectrum	Pivampicillin	pivampicillin
J	J01	J01C	J01CA	J01CA03	Antiinfectives For Systemic Use	Antibacterials For Systemic Use	Beta-Lactam Antibacterials, Penicillins	Penicillins with extended spectrum	Carbenicillin	carbenicillin
J	J01	J01C	J01CA	J01CA04	Antiinfectives For Systemic Use	Antibacterials For Systemic Use	Beta-Lactam Antibacterials, Penicillins	Penicillins with extended spectrum	Amoxicillin	amoxicillin
J	J01	J01C	J01CA	J01CA05	Antiinfectives For Systemic Use	Antibacterials For Systemic Use	Beta-Lactam Antibacterials, Penicillins	Penicillins with extended spectrum	Carindacillin	carindacillin
J	J01	J01C	J01CA	J01CA06	Antiinfectives For Systemic Use	Antibacterials For Systemic Use	Beta-Lactam Antibacterials, Penicillins	Penicillins with extended spectrum	Bacampicillin	bacampicillin
J	J01	J01C	J01CA	J01CA07	Antiinfectives For Systemic Use	Antibacterials For Systemic Use	Beta-Lactam Antibacterials, Penicillins	Penicillins with extended spectrum	Epicillin	epicillin
J	J01	J01C	J01CA	J01CA08	Antiinfectives For Systemic Use	Antibacterials For Systemic Use	Beta-Lactam Antibacterials, Penicillins	Penicillins with extended spectrum	Pivmecillinam	pivmecillinam
J	J01	J01C	J01CA	J01CA09	Antiinfectives For Systemic Use	Antibacterials For Systemic Use	Beta-Lactam Antibacterials, Penicillins	Penicillins with extended spectrum	Azlocillin	azlocillin
J	J01	J01C	J01CA	J01CA10	Antiinfectives For Systemic Use	Antibacterials For Systemic Use	Beta-Lactam Antibacterials, Penicillins	Penicillins with extended spectrum	Mezlocillin	mezlocillin
J	J01	J01C	J01CA	J01CA11	Antiinfectives For Systemic Use	Antibacterials For Systemic Use	Beta-Lactam Antibacterials, Penicillins	Penicillins with extended spectrum	Amdinocillin	amdinocillin
J	J01	J01C	J01CA	J01CA12	Antiinfectives For Systemic Use	Antibacterials For Systemic Use	Beta-Lactam Antibacterials, Penicillins	Penicillins with extended spectrum	Piperacillin	piperacillin
J	J01	J01C	J01CA	J01CA13	Antiinfectives For Systemic Use	Antibacterials For Systemic Use	Beta-Lactam Antibacterials, Penicillins	Penicillins with extended spectrum	Ticarcillin	ticarcillin
J	J01	J01C	J01CA	J01CA14	Antiinfectives For Systemic Use	Antibacterials For Systemic Use	Beta-Lactam Antibacterials, Penicillins	Penicillins with extended spectrum	Metampicillin	metampicillin
J	J01	J01C	J01CA	J01CA15	Antiinfectives For Systemic Use	Antibacterials For Systemic Use	Beta-Lactam Antibacterials, Penicillins	Penicillins with extended spectrum	Talampicillin	talampicillin
J	J01	J01C	J01CA	J01CA16	Antiinfectives For Systemic Use	Antibacterials For Systemic Use	Beta-Lactam Antibacterials, Penicillins	Penicillins with extended spectrum	Sulbenicillin	sulbenicillin
J	J01	J01C	J01CA	J01CA17	Antiinfectives For Systemic Use	Antibacterials For Systemic Use	Beta-Lactam Antibacterials, Penicillins	Penicillins with extended spectrum	Temocillin	temocillin
J	J01	J01C	J01CA	J01CA18	Antiinfectives For Systemic Use	Antibacterials For Systemic Use	Beta-Lactam Antibacterials, Penicillins	Penicillins with extended spectrum	Hetacillin	hetacillin
J	J01	J01C	J01CA	J01CA19	Antiinfectives For Systemic Use	Antibacterials For Systemic Use	Beta-Lactam Antibacterials, Penicillins	Penicillins with extended spectrum	Aspoxicillin	aspoxicillin
